Island,Full Name,Local Name,Page Title,Hours of Operation,Service Times,Cost of Admission,Year Founded,Current Use,Denomination,Church Code,Longitude Coordinate,Latitude Coordinate,Intro sentence,History Blurb,Exterior blurb,Bell tower blurb,Floors blurb,Google Map Image,Floor Plan Image,Facade Image,Artifact Group
Dorsoduro,Chiesa di S. Nicolo dei Mendicoli,San Nicolo dei Mendicoli,Church of San Nicolo dei Mendicoli,"M-Sa 10 AM - 12 PM, 3 PM - 5:30 PM; Su 10 AM - 12 PM","M-F 7:30 AM, 6 PM; Sa 6 PM; Su 11AM",Free,1600,Active Church,Catholic,MEND,12.315829,45.432596,"The Chiesa di S. Nicolo dei Mendicoli, or San Nicolo dei Mendicoli as it is locally known, was founded in the year 1600 and is a Catholic church.","San Nicolo dei Mendicoli is thought to have been established in the 7th century by Paduans due to its proximity to the mainland. Written records show the church was destroyed by fire in the 12th century, and then was rebuilt to be the same base church still standing today. The church was renovated in the 16th and 18th centuries, however the bulk of the church’s details remain the same. In the 1970’s, [[Venice in Peril]] performed lots of restoration work including raising the floor.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Nicolo dei Mendicoli]]. Please click the link to learn more!,"The image below depicts the floor plan of San Nicolo dei Mendicoli, including the location of the [[Church Floor Artifacts]].",MEND_GM.JPG,MEND_FP.JPG,MEND.JPG,MEND Artifacts
Dorsoduro,Chiesa dei S. Giovanni Battista ai Catecumeni,I Catecumeni,Church of I Catecumeni,Not Applicable,None,Not Applicable,1557,Closed to the Public,Catholic,MENI,12.334035,45.430179,"The Chiesa dei S. Giovanni Battista ai Catecumeni, or I Catecumeni as it is locally known, was founded in the year 1557 and is a Catholic church.",This church was moved to its current location in 1571 where it housed slaves and prisoners of war. The purpose of the church was to convert the inhabitants to Christianity and ready them for baptism. The church and housing facility was rebuilt in the 18th century. The complex later became a nursery school and is now part of the Istituo Suore Salesie.,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of I Catecumeni, including the location of the [[Church Floor Artifacts]].",MENI_GM.JPG,MENI_FP.JPG,MENI.JPG,MENI Artifacts
Dorsoduro,Chiesa di Ognisanti,Ognisanti,Church of Ognisanti,Rarely open,None,Not Applicable,1472,Closed to the Public,Catholic,OGNI,12.323435,45.43139,"The Chiesa di Ognisanti, or Ognisanti as it is locally known, was founded in the year 1472 and is a Catholic church.","This church and convent were founded in the 15th century by Cistercian nuns who migrated from the island of [[Torcello]]. They brought with them many of the paintings that hung in the church before it was suppressed by Napoleon in 1806. The church was last rebuilt during the 16th century. The convent and church were converted to a school for girls in the 19th century, and then elderly housing. It is now part of the [[Universita Ca’Foscari]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Ognisanti]]. Please click the link to learn more!,"The image below depicts the floor plan of Ognisanti, including the location of the [[Church Floor Artifacts]].",OGNI_GM.JPG,OGNI_FP.JPG,OGNI.JPG,OGNI Artifacts
Dorsoduro,Chiesa di San Pantaleone,San Pantalon,Church of San Pantalon,"M-Sa 10 AM - 12 PM, 1 PM - 3 PM","Sa 6 PM, Su 10 AM",Free,1009,Active Church,Catholic,PANT,12.32449,45.435999,"The Chiesa di San Pantaleone, or San Pantalon as it is locally known, was founded in the year 1009 and is a Catholic church.","This church was founded in the 12th century and was dedicated to St Pantaleon and St Giuliana, but the name was later shortened to simply San Pantalon. The church was rebuilt and reoriented in the 17th century so that the façade would face the campo, however the façade was never finished.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Pantalon]]. Please click the link to learn more!,"The image below depicts the floor plan of San Pantalon, including the location of the [[Church Floor Artifacts]].",PANT_GM.JPG,PANT_FP.JPG,PANT.JPG,PANT Artifacts
Dorsoduro,Chiesa de S. Angelo Raffaele,L'Anzolo Rafael,Church of L'Anzolo Rafael,"M-Sa 10 AM - 12 PM, 3 PM - 5:30 PM; Su 9 AM - 12 PM",Mtu 6 PM; W 12 PM; Su 9:30 AM,Free,416,Active Church,Catholic,RAFF,12.318999,45.432563,"The Chiesa de S. Angelo Raffaele, or L'Anzolo Rafael as it is locally known, was founded in the year 416 and is a Catholic church.","Supposedly, Angelo Raffaele is one of the oldest churches built in Venice, first founded in the 5th century by the Lord of Padua’s wife. The first written record of the church however does not appear until the 12th century when the church was rebuilt after a fire. The current church was constructed in the 17th century with the façade facing a small canal. The façade was restored in 2004, giving the church the appearance of being newer than it actually is.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - L'Anzolo Rafael]]. Please click the link to learn more!,"The image below depicts the floor plan of L'Anzolo Rafael, including the location of the [[Church Floor Artifacts]].",RAFF_GM.JPG,,RAFF.JPG,
Dorsoduro,Chiesa delle Eremitane,Le Romite,Church of Le Romite,Not Applicable,None,Not Applicable,1693,Closed to the Public,Catholic,ROMI,12.324449,45.432053,"The Chiesa delle Eremitane, or Le Romite as it is locally known, was founded in the year 1693 and is a Catholic church.","This church was founded in the late 17th century for Augustinian nuns by Giovanni Battista Lambranzini, the same man responsible for the [[Church of Santa Margherita]] and the [[Church of Santa Marta]]. The church was suppressed by Napoleon in 1810, however the convent quickly reopened and welcomed Canossian nuns in 1863. The church has since been used as a school for training teachers. In the 1990’s, [[Venice in Peril]] restored the church as it had suffered much water damage.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Le Romite]]. Please click the link to learn more!,"The image below depicts the floor plan of Le Romite, including the location of the [[Church Floor Artifacts]].",ROMI_GM.JPG,ROMI_FP.JPG,ROMI.JPG,ROMI Artifacts
Dorsoduro,Chiesa di Santa Maria della Salute,La Salute,Church of La Salute,"M-F 9am-12pm, 3pm-5:30pm",M-F 4pm     Su 11am,Free,1256,Active Church,Catholic,SALU,12.334754,45.43102,"The Chiesa di Santa Maria della Salute, or La Salute as it is locally known, was founded in the year 1256 and is a Catholic church.","A church and monastery were founded here in the 13th century by the Teutonic Knights. The church was suppressed by Pope Clement XVI in the 16th century, and the building was given to the patriarch of Venice. A new church was built in the 17th century following the end of the plague.  The name Santa Maria della Salute tanslates to Saint Mary of Health, symbolizing the health that was restored to Venice.  The church façade is impressive, without being too flashy as it is the center piece of an annual ceremony. A pontoon bridge is built between Salute and [[Giudecca]]. Traditionally, the doge was the first to cross and give thanks for Venice’s triumph. Even without a doge to preside of the ceremony, the tradition still continues.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - La Salute]]. Please click the link to learn more!,"The image below depicts the floor plan of La Salute, including the location of the [[Church Floor Artifacts]].",SALU_GM.JPG,,SALU.JPG,SALU Artifacts
Dorsoduro,Chiesa di S. Sebastiano,San Sebastiano,Church of San Sebastiano,M-Sa 10 AM - 5 PM,M-F 8:30 AM; Su 11 AM,Free,1393,Active Church,Catholic,SEBA,12.320083,45.431996,"The Chiesa di S. Sebastiano, or San Sebastiano as it is locally known, was founded in the year 1393 and is a Catholic church.","This church was established in the 15th century. Restorations were carried out in the 16th century, changing the orientation of the façade from the campo to the canal. The church and convent were both suppressed by Napoleon in 1810. Both are now part of the [[University of Venice]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Sebastiano]]. Please click the link to learn more!,"The image below depicts the floor plan of San Sebastiano, including the location of the [[Church Floor Artifacts]].",SEBA_GM.JPG,SEBA_FP.JPG,SEBA.JPG,SEBA Artifacts
Dorsoduro,Chiesa di Santa Marta,Santa Marta,Church of Santa Marta,Not Applicable,None,Not Applicable,1315,Closed to the Public,Catholic,SMAR,12.311178,45.432203,"The Chiesa di Santa Marta, or Santa Marta as it is locally known, was founded in the year 1315 and is a Catholic church.","This church was founded in the 14th century along with a Benedictine convent and hospital. The church was rebuilt in the 15th century before being passed to Augustinian nuns. In 1805, the complex was suppressed and the convent knocked down. The church was used as military and railway storage and currently left in partial restoration, but is not open to the public. ",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santa Marta, including the location of the [[Church Floor Artifacts]].",SMAR_GM.JPG,,SMAR.JPG,
Dorsoduro,Chiesa dello Spirito Santo,Spirito Santo,Church of Spirito Santo,Not Applicable,None,Not Applicable,1483,Private Residence,Catholic,SPIR,12.331729,45.428644,"The Chiesa dello Spirito Santo, or Spirito Santo as it is locally known, was founded in the year 1483 and is a Catholic church.","This Augustinian convent and church were founded in the 15th century. The church was rebuilt in the early 16th century along with the addition of a scuola, or school.  During this rebuilding, the orientation of the church was reversed and the current façade was constructed.  The complex was suppressed in 1806, but the church and convent reopened a few years later. The school was never reopened, but became a warehouse and is now a private residence.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Spirito Santo, including the location of the [[Church Floor Artifacts]].",SPIR_GM.JPG,,SPIR.JPG,
Dorsoduro,Chiesa di S. Teresa,Le Teresa,Church of Le Teresa,Not Applicable,None,Not Applicable,1647,Closed to the Public,Catholic,TERE,12.316219,45.433282,"The Chiesa di S. Teresa, or Le Teresa as it is locally known, was founded in the year 1647 and is a Catholic church.","The church and convent were built in the 17th century for the Sisters of Saint Theresa who named the church after their patron saint.  The convent was suppressed by Napoleon in 1810, and became an orphanage. It is now faculty housing for the [[University of Venice]]. The church remains closed and out of use.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Le Teresa]]. Please click the link to learn more!,"The image below depicts the floor plan of Le Teresa, including the location of the [[Church Floor Artifacts]].",TERE_GM.JPG,TERE_FP.JPG,TERE.JPG,TERE Artifacts
Dorsoduro,Chiesa di S. Gervasio e Protasio,San Trovaso,Church of San Trovaso,"M-F 8-11am, 2:30pm-5:30pm          Su 8-11am",M-F 9am      Sa 6pm         Su 9:30am,Free,1028,Active Church,Catholic,TROV,12.325918,45.430902,"The Chiesa di S. Gervasio e Protasio, or San Trovaso as it is locally known, was founded in the year 1028 and is a Catholic church.","San Trovaso is a combination of two Saints names: Saint Protasio and Saint Gervasio. The first founding date is unknown, but the church was rebuilt in the 12th century and then again in the 16th century. Restoration of the interior occurred in the 19th century. The façades of this church are special as it has two identical façades, to accommodate two feuding families who require separate entrances of equal grandeur.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Trovaso]]. Please click the link to learn more!,"The image below depicts the floor plan of San Trovaso, including the location of the [[Church Floor Artifacts]].",TROV_GM.JPG,TROV_FP.JPG,TROV.JPG,TROV Artifacts
Dorsoduro,Chiesa di S. Maria della Visitazione,Santa Maria della Visitazione,Church of Santa Maria della Visitazione,"Tu-Th 10:15 AM - 12 PM, 3 PM - 5 PM; Sa-Su 10:15 AM - 1 PM, 2 PM - 5 PM",Unknown,3,1400,Active Church,Catholic,VISI,12.326594,45.429743,"The Chiesa di S. Maria della Visitazione, or Santa Maria della Visitazione as it is locally known, was founded in the year 1400 and is a Catholic church.","This church was completed in the 16th century by the Gesuati order. In 1750, a larger Gesuati church was built in the city of Venice and this building was converted to a library. Napoleon suppressed the church in 1810, but it was reopened and restored to a church later in the 19th century. The convent was an orphanage until the 1980’s when it was converted to student residences.  The church is now a chapel for the Instituto Don Orione.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria della Visitazione]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria della Visitazione, including the location of the [[Church Floor Artifacts]].",VISI_GM.JPG,VISI_FP.JPG,VISI.JPG,
Dorsoduro,Chiesa di S. Vito e Modesto,Santi Vito e Modesto,Church of Santi Vito e Modesto,Not Applicable,None,Not Applicable,912,Closed to the Public,Catholic,VITO,12.330103,45.430722,"The Chiesa di S. Vito e Modesto, or Santi Vito e Modesto as it is locally known, was founded in the year 912 and is a Catholic church.","This church dedicated to martyrs Saint Vitus and Saint Modestus was founded in the 10th century.  The church was rebuilt in the 14th century on the site where a palazzo used to stand.  The Doge visited this church annually on Saint Vitus’ day to commemorate Tiepolo’s defeat.  In order for the Doge to have a more grand entrance to the church for such an occasion, a second palazzo was demolished to extend the campo to the [[Grand Canal]].  Restoration in the 18th century found the floor of the original church underneath the existing one, proving the church’s age.  The church was closed in 1808 and then demolished a few years later. The remnants of the building have now been incorporated into a private home.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santi Vito e Modesto, including the location of the [[Church Floor Artifacts]].",VITO_GM.JPG,,VITO.JPG,
Erasmo,Sant'Erasmo,Sant'Erasmo,Church of Sant'Erasmo,Unknown,Unknown,Free,1929,Active Church,Catholic,ERAS,12.410323,45.459179,"The Sant'Erasmo, or Sant'Erasmo as it is locally known, was founded in the year 1929 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Sant'Erasmo]]. Please click the link to learn more!,"The image below depicts the floor plan of Sant'Erasmo, including the location of the [[Church Floor Artifacts]].",ERAS_GM.JPG,,ERAS.JPG,
Giudecca,Chiesa di S. Maria Maddalena Convertite,San Convertite,Church of San Convertite,Not Applicable,None,Not Applicable,1400,Closed to the Public,Catholic,CONV,12.321727,45.426013,"The Chiesa di S. Maria Maddalena Convertite, or San Convertite as it is locally known, was founded in the year 1400 and is a Catholic church.","Originally named for Mary Magdalen at its founding in 1534, it became known as Le Convertite to reflect its role in converting “fallen women”. The convent was also a hospice for ‘reformed prostitutes’. Although Napoleon denounced the convent in 1806, it was converted to an Austrian prison in 1857 and remains a women’s penitentiary today. ",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Convertite, including the location of the [[Church Floor Artifacts]].",CONV_GM.JPG,,CONV.JPG,
Giudecca,Chiesa di Cosma e Damiamo,San Cosmo,Church of San Cosmo,Not Applicable,None,Not Applicable,1501,Public Housing,Catholic,COSM,12.323046,45.425716,"The Chiesa di Cosma e Damiamo, or San Cosmo as it is locally known, was founded in the year 1501 and is a Catholic church.","Established as a convent in 1481, the Church of St. Cosma was not consecrated until 1583. Under Napoleon’s rule, the nuns were moved to [[Church of San Zaccaria]] and the church was converted to a warehouse and barracks. After he left, the building has had many uses including a hospice for cholera victims in the 1880’s, and textile factory until the 1970s, and now as a municipal office building. Several works of art remain out of sight, now that the church is not open to visitors; however, several are on rotation in the Accademia.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Cosmo]]. Please click the link to learn more!,"The image below depicts the floor plan of San Cosmo, including the location of the [[Church Floor Artifacts]].",COSM_GM.JPG,,COSM.JPG,
Giudecca,Chiesa della Croce,La Croce,Church of La Croce,Not Applicable,None,Not Applicable,1508,Closed to the Public,Catholic,CROC,12.33516,45.424921,"The Chiesa della Croce, or La Croce as it is locally known, was founded in the year 1508 and is a Catholic church.","Chiesa della Croce was completed in the 13th century, and then rebuilt in 1511 with a Tuscan style façade. The church and convent were built adjacent to the famous Eden Garden, once the property of the Greek Princess Aspasia. In 1806, the nuns of the convent moved to the [[Church of San Zaccaria]] and the church has since fallen into disrepair.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of La Croce, including the location of the [[Church Floor Artifacts]].",CROC_GM.JPG,,CROC.JPG,
Giudecca,Chiesa di S. Eufemia,San Eufemia,Church of San Eufemia,"M-Sa 8 AM - 12 PM, 3 PM - 5 PM; Su 3 PM - 7 PM",M-Th 6 PM;  F 9 AM; Sa 6:30 PM; Su 10:30 AM,Free,865,Active Church,Presbyterian,EUFE,12.323616,45.426919,"The Chiesa di S. Eufemia, or San Eufemia as it is locally known, was founded in the year 865 and is a Presbyterian church.","This parish church was first founded in the 9th century, and has since undergone numerous reconstructions, the most recent of which was in the 18th century. The façade is reminiscent of Byzantine style, with two sculptures flanking the entrance. Some details on the interior are from previous renovations, such as the columns near the entrance, most likely from the 11th century renovation. ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Eufemia]]. Please click the link to learn more!,"The image below depicts the floor plan of San Eufemia, including the location of the [[Church Floor Artifacts]].",EUFE_GM.JPG,EUFE_FP.JPG,EUFE.JPG,EUFE Artifacts
Giudecca,Chiesa di S. Gerardo,San Gerardo,Church of San Gerardo,Rarely open,"M-F 6:30 PM; Su 8 AM, 10 AM",Free,1963,Active Church,Catholic,GERA,12.314087,45.42692,"The Chiesa di S. Gerardo, or San Gerardo as it is locally known, was founded in the year 1963 and is a Catholic church.","Little is known about San Gerardo Sagredo, except that it was named after a Venetian-born bishop who left the [[Church of San Giorgio Maggiore]] in the 10th century for a mission trip to Hungary.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Gerardo, including the location of the [[Church Floor Artifacts]].",GERA_GM.JPG,,GERA.JPG,
Giudecca,Chiesa di S. Giorgio Maggiore in Isola,San Giorgio,Church of San Giorgio,M-F 9 AM - 6:15 PM,M-F 8 AM; Su 11 AM,Free,1610,Active Church,Catholic,GIMA,12.342646,45.429642,"The Chiesa di S. Giorgio Maggiore in Isola, or San Giorgio as it is locally known, was founded in the year 1610 and is a Catholic church.","First constructed in 982, San Giorgio Maggiore was constructed on the island originally named Isola dei Cipressi, now renamed San Giorgio. A Benedictine monastery was established along with the church by Vitale Candido and the Badoer family. The body of Saint Stephen was brought to rest in 1109 from Constantinople and in celebration of the Saint’s feast day, December 26th, Venetians floated thousands of candles in Bacino di San Marco. This tradition ended with the fall of the Republic in 1797.
The church and monastery were damaged by an earthquake in 1223 and rebuilt by Doge Pietro Ziani, who later retreated to the island. A second rebuilding occurred in 1565 by Palladio who replaced the Gothic church and enlarged the monastery. In 1851 the church and monastery were given to military authorities. During this change of hands, the church was badly damaged and fell into disrepair. In 1951, the Giorgio Cini Foundation funded a complete restoration of the church and brought back its reputation as ""an institute of lofty historical artistic culture"".",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Giorgio]]. Please click the link to learn more!,"The image below depicts the floor plan of San Giorgio, including the location of the [[Church Floor Artifacts]].",GIMA_GM.JPG,,GIMA.JPG,GIMA Artifacts
Giudecca,Chiesa del SS. Redentore,I Redentore,Church of I Redentore,M-Sa 10 AM - 5 PM,MSa 6:30 PM; Su 10 AM - 6:30 PM,"Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",1577,Active Church,Catholic,REDE,12.332451,45.425212,"The Chiesa del SS. Redentore, or I Redentore as it is locally known, was founded in the year 1577 and is a Catholic church.","In 1577, construction of the church was begun in response to the plague that ended in 1576. Andrea Palladio and Antonio da Ponte were the lead architects and completed the church in 1592. This church is considered one of the “most splendid and harmonious religious works by Palladio”. The façade is simplistic in shape, containing many columns and a large dome at the transept of the cross.  Every July, a pontoon bridge is constructed across the [[Giudecca]] canal connecting San Redentore with the [[Church of Santa Maria della Salute]]. Both churches were built to signify the end of the plague, and this celebration is held to commemorate those who died.  ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - I Redentore]]. Please click the link to learn more!,"The image below depicts the floor plan of I Redentore, including the location of the [[Church Floor Artifacts]].",REDE_GM.JPG,,REDE.JPG,REDE Artifacts
Giudecca,Chiesa della SS. Trinità,San Trinità,Church of San Trinità,Not Applicable,None,Not Applicable,Unknown,Closed to the Public,Catholic,TRIN,12.330747,45.425518,"The Chiesa della SS. Trinità, or San Trinità as it is locally known, was founded in the year Unknown and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Trinità]]. Please click the link to learn more!,"The image below depicts the floor plan of San Trinità, including the location of the [[Church Floor Artifacts]].",,,TRIN.JPG,
Giudecca,Chiesa di S. Maria della Presentazione,Le Zitelle,Church of Le Zitelle,For mass only,Su 11 AM,Free,1561,Active Church,Catholic,ZITE,12.339125,45.427108,"The Chiesa di S. Maria della Presentazione, or Le Zitelle as it is locally known, was founded in the year 1561 and is a Catholic church.","Officially named Church of Santa Maria Della Presentazione, San Zitelle and the accompanying convent was built as a home for poor girls. The girls brought notoriety to the church for their “exquisite hand work” of Venetian lace. The church façade was inspired by the work of Palladio, including a large dome and two small bell towers on either side. The church was completed in 1586, however the interior has since been renovated in the Gothic style built by the painter Mario de Maria in 1924.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Le Zitelle]]. Please click the link to learn more!,"The image below depicts the floor plan of Le Zitelle, including the location of the [[Church Floor Artifacts]].",ZITE_GM.JPG,,ZITE.JPG,
Lido,Chiesa di S. Maria dell'Assunzione,Santa Maria dell'Assunzione,Church of Santa Maria dell'Assunzione,Unknown,Unknown,Free,800,Active Church,Catholic,ASSM,12.337595,45.377473,"The Chiesa di S. Maria dell'Assunzione, or Santa Maria dell'Assunzione as it is locally known, was founded in the year 800 and is a Catholic church.","Santa Maria Assunta  was constructed in the 15th century in the Gothic style, but has since undergone several renovations. The interior includes several paintings and a rounded ceiling. ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria dell'Assunzione]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria dell'Assunzione, including the location of the [[Church Floor Artifacts]].",ASSM_GM.JPG,,ASSM.JPG,
Lido,Chiesa di S. Maria Elisabetta,Santa Maria Elisabetta,Church of Santa Maria Elisabetta,For mass only,"M-Sa 6:30 PM; Su 8:30 AM, 10 AM, 11:30 AM, 6:30 PM",Free,1671,Active Church,Catholic,ELIS,12.368855,45.417266,"The Chiesa di S. Maria Elisabetta, or Santa Maria Elisabetta as it is locally known, was founded in the year 1671 and is a Catholic church.","Santa Maria Elisabetta is the Lido Island’s parish church. The building was constructed in the 16th century as an oratory, but was later enlarged and converted into a church, consecrated in 1671. The most recent restoration was conducted in 1970, when nearly the entire interior was resurfaced.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria Elisabetta]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria Elisabetta, including the location of the [[Church Floor Artifacts]].",ELIS_GM.JPG,,ELIS.JPG,
Lido,Chiesa di S. Nicolò del Lido,San Nicolò,Church of San Nicolò,"M, W-F 8 AM - 12 PM, 4 PM - 6 PM",Sa 6 PM; Su 11 AM,Free,1044,Active Church,Catholic,NICO,12.380692,45.427877,"The Chiesa di S. Nicolò del Lido, or San Nicolò as it is locally known, was founded in the year 1044 and is a Catholic church.","The church of San Nicolo was first consecrated in the 11th century, but has since been renovated over six times. Several components from each period still remain standing today, including columns and carvings thought to be from the 16th and 18th centuries. The façade of the church is an odd combination of styles, mostly Baroque influenced, because it was first established as a Benedictine monastery and then later was reopened by Franciscan Fathers as a trade school. An interesting fact about San Nicolo is that the Doge, Dom Selvo, was elected here in 1071 while [[Basilica of San Marco]] was under construction. ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Nicolò]]. Please click the link to learn more!,"The image below depicts the floor plan of San Nicolò, including the location of the [[Church Floor Artifacts]].",NICO_GM.JPG,,NICO.JPG,
Lido,Chiesa di S. Antonio,San Antonio,Church of San Antonio,Unknown,Unknown,Unknown,1346,Active Church,Catholic,SANT,12.361806,45.403661,"The Chiesa di S. Antonio, or San Antonio as it is locally known, was founded in the year 1346 and is a Catholic church.","Sant’Antonio is one of Venice’s newest churches, built in 1936 in a Veneto Byzantine style. The church was modeled after those found on the Lagoon island of [[Torcello]].",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Antonio, including the location of the [[Church Floor Artifacts]].",SANT_GM.JPG,,SANT.JPG,
Mazzorbo,Chiesa di S. Angelo,San Angelo,Church of San Angelo,Not Applicable,None,Not Applicable,1069,Closed to the Public,Catholic,ANGM,Unknown,Unknown,"The Chiesa di S. Angelo, or San Angelo as it is locally known, was founded in the year 1069 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Angelo]]. Please click the link to learn more!,"The image below depicts the floor plan of San Angelo, including the location of the [[Church Floor Artifacts]].",ANGM_GM.JPG,,,
Mazzorbo,Chiesa di S. Caterina di Mazzorbo,Santa Caterina,Church of Santa Caterina,"F-Su 11 Am - 1 PM, 2 PM - 5 PM",Unknown,Free,1298,Active Church,Catholic,CATM,12.405809,45.484041,"The Chiesa di S. Caterina di Mazzorbo, or Santa Caterina as it is locally known, was founded in the year 1298 and is a Catholic church.","The Church of Caterina is a Romanesque-Gothic style church built in the 14th century. Two renovations have taken place since then, one in the 16th century and another in the 1920s, but the façade remains from 14th century version.  The exterior has many carvings and remnants of statues of nuns from when the Benedictine convent used to be housed there. ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Caterina]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Caterina, including the location of the [[Church Floor Artifacts]].",CATM_GM.JPG,,CATM.JPG,
Murano,Chiesa di S. Maria degli Angeli,Santa Maria degli Angeli,Church of Santa Maria degli Angeli,Only for mass,Su 11 AM,Free,1188,Active Church,Catholic,ANGE,12.348777,45.458683,"The Chiesa di S. Maria degli Angeli, or Santa Maria degli Angeli as it is locally known, was founded in the year 1188 and is a Catholic church.","The Church of Santa Maria degli Angeli was founded in the 13th century with an adjoining convent. The church was rebuilt in the 16th century. The interior is covered in paintings, including on the ceiling.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria degli Angeli]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria degli Angeli, including the location of the [[Church Floor Artifacts]].",ANGE_GM.JPG,,ANGE.JPG,
Murano,Chiesa di S. Donato,San Donato,Church of San Donato,"M-Sa 8:30 AM - 12 PM, 4 PM - 7 PM",MWF 6 PM; Sa 6 PM; Su 11 AM,Free,1600,Active Church,Catholic,DONA,12.357232,45.457527,"The Chiesa di S. Donato, or San Donato as it is locally known, was founded in the year 1600 and is a Catholic church.","Originally founded in the 7th century, the church was rededicated to St. Donato, the patron saint of Murano in the 12th century. At this time, the church was also rebuilt, as commemorated on a date marker in the mosaic floor.  In the 19th century, the façade was renovated in the Baroque style, giving San Donato its unique appearance of two facades, each in different architectural styles.  ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Donato]]. Please click the link to learn more!,"The image below depicts the floor plan of San Donato, including the location of the [[Church Floor Artifacts]].",DONA_GM.JPG,,DONA.JPG,DONA Artifacts
Murano,Chiesa di S. Pietro Martire,San Pietro Martire,Church of San Pietro Martire,"M-Sa 9 AM - 12 PM, 3 PM - 6 PM; Su 3 PM - 6 PM","TuTh 6 PM; Sa 5 PM; Su 8 AM, 9:30 AM",Free,1363,Active Church,Catholic,PIEM,12.352626,45.45502,"The Chiesa di S. Pietro Martire, or San Pietro Martire as it is locally known, was founded in the year 1363 and is a Catholic church.","Founded in 1348, the Church of San Pietro Martire was consecrated in honor of Saint John the Evangelist. At that time, a Dominican monastery also existed on the grounds, but has since been suppressed. After a fire in 1474, the church was rebuilt in 1511. Again in 1808, the church was closed, and all its artwork ransacked. The distinctive curved Renaissance style façade is part of the 1511 construction, but the interior was last renovated in 1928.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Pietro Martire]]. Please click the link to learn more!,"The image below depicts the floor plan of San Pietro Martire, including the location of the [[Church Floor Artifacts]].",PIEM_GM.JPG,,PIEM.JPG,PIEM Artifacts
